#,시군구명,소재지,면적,용도지역1,이용상황,주위환경,지세명,공시지가,X,Y
13069,노원구, 상계동 155-40,102,제2종일반주거지역,단독주택,일반 주택지대,평지,2060000,127.071911,37.663545
13070,노원구, 상계동 155-52,119,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2980000,127.072341,37.663585
13071,노원구, 상계동 155-61,109,제2종일반주거지역,단독주택,기존 주택지대,평지,2090000,127.072706,37.663443
13072,노원구, 상계동 155-81,145,제2종일반주거지역,단독주택,일반 주택지대,평지,2270000,127.072551,37.663118
13073,노원구, 상계동 155-109,188,제2종일반주거지역,상업용,주택 및 상가혼용지대,평지,3450000,127.073421,37.663305
13074,노원구, 상계동 156-6,288,제2종일반주거지역,상업용,노선 상가지대,평지,3720000,127.072763,37.662498
13075,노원구, 상계동 156-17,83,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2320000,127.071525,37.662695
13076,노원구, 상계동 156-107,102,제2종일반주거지역,단독주택,일반 주택지대,평지,2190000,127.072317,37.662774
13077,노원구, 상계동 156-172,167,제2종일반주거지역,단독주택,일반 주택지대,평지,2130000,127.071327,37.663991
13078,노원구, 상계동 156-177,171,제2종일반주거지역,다세대,일반 주택지대,평지,2210000,127.071017,37.663403
13079,노원구, 상계동 159-3,193,제2종일반주거지역,다세대,일반 주택지대,평지,2110000,127.069808,37.663123
13080,노원구, 상계동 164-1,90,제2종일반주거지역,단독주택,기존 주택지대,평지,1980000,127.069175,37.663866
13081,노원구, 상계동 169-3,130,제2종일반주거지역,단독주택,일반 주택지대,평지,2100000,127.069858,37.66279
13082,노원구, 상계동 169-59,152,제2종일반주거지역,단독주택,일반 주택지대,평지,2170000,127.071238,37.66208
13083,노원구, 상계동 169-117,149,제2종일반주거지역,단독주택,일반 주택지대,평지,2180000,127.070788,37.66177
13084,노원구, 상계동 169-179,534,제2종일반주거지역,상업용,노선 상가지대,평지,5040000,127.071198,37.660719
13085,노원구, 상계동 169-206,285,제2종일반주거지역,상업용,노선 상가지대,평지,3710000,127.071886,37.661905
13086,노원구, 상계동 169-218,198,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3440000,127.071203,37.659458
13087,노원구, 상계동 169-351,112,제2종일반주거지역,단독주택,일반 주택지대,평지,2120000,127.070227,37.663199
13088,노원구, 상계동 169-377,126,제2종일반주거지역,단독주택,일반 주택지대,평지,2110000,127.071025,37.662799
13089,노원구, 상계동 169-405,178,제2종일반주거지역,다세대,일반 주택지대,평지,2390000,127.070851,37.660401
13090,노원구, 상계동 169-408,269,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2780000,127.070753,37.660094
13091,노원구, 상계동 169-455,221,제2종일반주거지역,상업용,노선 상가지대,평지,4550000,127.070291,37.661631
13092,노원구, 상계동 169-472,166,제2종일반주거지역,단독주택,일반 주택지대,평지,2140000,127.06952,37.661688
13093,노원구, 상계동 176-72,96,제2종일반주거지역,다세대,기존 주택지대,평지,1990000,127.068847,37.657466
13094,노원구, 상계동 176-84,99,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2770000,127.069187,37.65746
13095,노원구, 상계동 177-86,102,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2860000,127.068752,37.656916
13096,노원구, 상계동 181-4,168,제2종일반주거지역,상업용,주택 및 상가혼용지대,평지,3320000,127.070802,37.657941
13097,노원구, 상계동 181-25,177,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2670000,127.070981,37.655402
13098,노원구, 상계동 187-5,203,제2종일반주거지역,다세대,기존 주택지대,평지,1990000,127.069697,37.655707
13099,노원구, 상계동 188-1,215,제2종일반주거지역,주거기타,일반 주택지대,평지,2140000,127.070023,37.655016
13100,노원구, 상계동 194-25,112,제2종일반주거지역,단독주택,일반 주택지대,평지,2040000,127.070315,37.653351
13101,노원구, 상계동 194-36,102,제2종일반주거지역,주상용,일반 주택지대,평지,2390000,127.070714,37.65321
13102,노원구, 상계동 197-6,329,제2종일반주거지역,주상용,일반 주택지대,평지,2630000,127.069642,37.651931
13103,노원구, 상계동 318-1,945,제3종일반주거지역,상업용,노선 상가지대,평지,4340000,127.068116,37.653406
13104,노원구, 상계동 320-88,287,제2종일반주거지역,다세대,기존 주택지대,평지,2210000,127.069452,37.654435
13105,노원구, 상계동 322-8,1696,제2종일반주거지역,연립주택,연립 주택지대,평지,2080000,127.068649,37.656068
13106,노원구, 상계동 322-56,156,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2670000,127.067953,37.656477
13107,노원구, 상계동 323-13,172,준주거지역,상업용,역주변 상가지대,평지,8610000,127.064555,37.655414
13108,노원구, 상계동 324-4,570,준주거지역,상업용,역주변 상가지대,평지,7290000,127.065272,37.656086
13109,노원구, 상계동 331-8,397,준주거지역,상업용,역주변 상가지대,평지,7480000,127.063975,37.655599
13110,노원구, 상계동 335,783,준주거지역,상업용,역주변 상가지대,평지,10000000,127.063447,37.656117
13111,노원구, 상계동 337,537,제3종일반주거지역,상업용,역주변 상가지대,평지,9560000,127.063565,37.656659
13112,노원구, 상계동 341-5,418,준주거지역,상업기타,역주변 상가지대,평지,9240000,127.064294,37.656313
13113,노원구, 상계동 349-2,323,제3종일반주거지역,상업용,역주변 상가지대,평지,6500000,127.064978,37.656904
13114,노원구, 상계동 349-26,261,준주거지역,상업용,역주변 상가지대,평지,4910000,127.065675,37.656468
13115,노원구, 상계동 358-7,127,제2종일반주거지역,주상용,역주변 상가지대,평지,4760000,127.06261,37.657768
13116,노원구, 상계동 363-3,341,제3종일반주거지역,상업용,후면 상가지대,평지,3490000,127.064764,37.657695
13117,노원구, 상계동 366-18,1270,제2종일반주거지역,상업용,노선 상가지대,평지,4470000,127.06573,37.657487
13118,노원구, 상계동 368-8,236,준주거지역,상업용,역주변 상가지대,평지,5810000,127.066023,37.656732
13119,노원구, 상계동 371-10,355,제2종일반주거지역,상업용,노선 상가지대,평지,4740000,127.066898,37.65746
13120,노원구, 상계동 373-16,115,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,2700000,127.067618,37.656979
13121,노원구, 상계동 373-71,269,제3종일반주거지역,상업용,노선 상가지대,평지,4950000,127.067046,37.65647
13122,노원구, 상계동 387-60,83,제2종일반주거지역,단독주택,기존 주택지대,평지,1980000,127.070085,37.65817
13123,노원구, 상계동 387-82,83,제2종일반주거지역,단독주택,기존 주택지대,평지,1980000,127.069776,37.65751
13124,노원구, 상계동 387-116,139,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3180000,127.069997,37.657043
13125,노원구, 상계동 387-182,99,제2종일반주거지역,단독주택,기존 주택지대,평지,1990000,127.070396,37.655965
13126,노원구, 상계동 389-46,139,제2종일반주거지역,상업용,시장주변 상가지대,평지,4270000,127.069584,37.65931
13127,노원구, 상계동 389-114,93,제2종일반주거지역,주상용,일반 주택지대,평지,2880000,127.070172,37.661243
13128,노원구, 상계동 389-142,83,제2종일반주거지역,단독주택,일반 주택지대,평지,2140000,127.070493,37.660885
13129,노원구, 상계동 389-173,112,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2960000,127.069451,37.660877
13130,노원구, 상계동 389-181,179,제2종일반주거지역,주상용,일반 주택지대,평지,2730000,127.0694,37.661273
13131,노원구, 상계동 389-203,102,제2종일반주거지역,단독주택,일반 주택지대,평지,2250000,127.068746,37.661061
13132,노원구, 상계동 389-235,226,제2종일반주거지역,상업용,시장주변 상가지대,평지,4960000,127.069945,37.659448
13133,노원구, 상계동 389-237,96,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3120000,127.067424,37.658888
13134,노원구, 상계동 389-239,93,제2종일반주거지역,단독주택,일반 주택지대,평지,2150000,127.068262,37.66075
13135,노원구, 상계동 389-261,93,제2종일반주거지역,단독주택,일반 주택지대,평지,2140000,127.067544,37.658411
13136,노원구, 상계동 389-284,99,제2종일반주거지역,주상용,일반 주택지대,평지,2830000,127.067996,37.658451
13137,노원구, 상계동 389-342,93,제2종일반주거지역,단독주택,일반 주택지대,평지,2210000,127.069804,37.658906
13138,노원구, 상계동 389-371,102,제2종일반주거지역,주상용,일반 주택지대,평지,2730000,127.068077,37.66019
13139,노원구, 상계동 389-430,198,제2종일반주거지역,상업용,시장주변 상가지대,평지,3880000,127.068399,37.659751
13140,노원구, 상계동 389-450,99,제2종일반주거지역,단독주택,일반 주택지대,평지,2130000,127.068495,37.659392
13141,노원구, 상계동 389-454,99,제2종일반주거지역,주상용,일반 주택지대,평지,2810000,127.068845,37.659503
13142,노원구, 상계동 389-504,99,제2종일반주거지역,단독주택,일반 주택지대,평지,2170000,127.068296,37.658958
13143,노원구, 상계동 389-520,310,제2종일반주거지역,상업용,노선 상가지대,평지,3800000,127.068814,37.658322
13144,노원구, 상계동 389-568,136,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3490000,127.069044,37.658954
13145,노원구, 상계동 389-605,99,제2종일반주거지역,단독주택,일반 주택지대,평지,2140000,127.069671,37.660518
13146,노원구, 상계동 389-668,165,제2종일반주거지역,단독주택,일반 주택지대,평지,2190000,127.070484,37.659786
13147,노원구, 상계동 389-687,163,제2종일반주거지역,상업용,노선 상가지대,평지,4150000,127.070656,37.658715
13148,노원구, 상계동 393-1,142,제2종일반주거지역,단독주택,기존 주택지대,평지,2080000,127.067074,37.659741
13149,노원구, 상계동 393-23,120,제3종일반주거지역,단독주택,일반 주택지대,평지,1990000,127.066672,37.659242
13150,노원구, 상계동 395-2,156,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2870000,127.066515,37.65816
13151,노원구, 상계동 395-26,218,제2종일반주거지역,다세대,일반 주택지대,평지,2180000,127.066835,37.658009
13152,노원구, 상계동 396-13,133,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,3020000,127.0664,37.65833
13153,노원구, 상계동 398-7,178,제3종일반주거지역,상업용,노선 상가지대,평지,4200000,127.065398,37.658709
13154,노원구, 상계동 401-16,109,제3종일반주거지역,단독주택,일반 주택지대,평지,2080000,127.064408,37.659017
13155,노원구, 상계동 404-20,172,제2종일반주거지역,단독주택,일반 주택지대,평지,2090000,127.06664,37.659963
13156,노원구, 상계동 429-21,415,제2종일반주거지역,다세대,신흥 주택지대,평지,2270000,127.06697,37.662614
13157,노원구, 상계동 430-9,634,제2종일반주거지역,상업용,노선 상가지대,평지,4090000,127.066046,37.662183
13158,노원구, 상계동 434-11,88,제2종일반주거지역,단독주택,기존 주택지대,평지,2190000,127.067216,37.661967
13159,노원구, 상계동 434-16,112,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2760000,127.066853,37.661947
13160,노원구, 상계동 434-39,185,제2종일반주거지역,다세대,기존 주택지대,평지,2170000,127.06631,37.660969
13161,노원구, 상계동 434-42,169,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2780000,127.066457,37.661015
13162,노원구, 상계동 434-52,434,제2종일반주거지역,상업용,주택 및 상가혼용지대,평지,3220000,127.066521,37.661322
13163,노원구, 상계동 442-16,171,제2종일반주거지역,단독주택,일반 주택지대,평지,2090000,127.068111,37.661957
13164,노원구, 상계동 445-1,359,제2종일반주거지역,상업용,노선 상가지대,평지,4130000,127.0689,37.663224
13165,노원구, 상계동 456,197,제2종일반주거지역,상업용,노선 상가지대,평지,4050000,127.066569,37.665639
13166,노원구, 상계동 456-16,413,제2종일반주거지역,상업용,노선 상가지대,평지,5670000,127.066417,37.664223
13167,노원구, 상계동 456-71,170,제2종일반주거지역,상업용,노선 상가지대,평지,4170000,127.066159,37.663067
13168,노원구, 상계동 456-77,166,제2종일반주거지역,단독주택,기존 주택지대,평지,2190000,127.066278,37.662663
13169,노원구, 상계동 456-90,180,제2종일반주거지역,단독주택,신흥 주택지대,평지,2270000,127.066857,37.663487
13170,노원구, 상계동 456-139,178,제2종일반주거지역,단독주택,신흥 주택지대,평지,2180000,127.066624,37.664882
13171,노원구, 상계동 456-157,180,제2종일반주거지역,상업용,역주변 상가지대,평지,3580000,127.067032,37.664885
13172,노원구, 상계동 458,13619.2,제3종일반주거지역,아파트,아파트지대,평지,2800000,127.067479,37.666267
13173,노원구, 상계동 581-100,119,제2종일반주거지역,상업용,아파트단지주변 상가지대,평지,3910000,127.061598,37.658923
13174,노원구, 상계동 581-110,93,제2종일반주거지역,단독주택,일반 주택지대,평지,2130000,127.061954,37.658556
13175,노원구, 상계동 602-7,178,제2종일반주거지역,상업용,노선 상가지대,평지,4660000,127.062127,37.657449
13176,노원구, 상계동 602-16,73,제2종일반주거지역,상업용,노선 상가지대,평지,6300000,127.06244,37.656911
13177,노원구, 상계동 648,616.7,제3종일반주거지역,상업용,아파트단지주변 상가지대,평지,3880000,127.059334,37.665049
13178,노원구, 상계동 651-4,540.1,준주거지역,상업용,노선 상가지대,평지,7940000,127.056912,37.666562
13179,노원구, 상계동 666,110030.2,제3종일반주거지역,아파트,아파트지대,평지,2950000,127.055698,37.663065
13180,노원구, 상계동 673,1103.8,제3종일반주거지역,상업용,노선 상가지대,평지,4040000,127.060992,37.661206
13182,노원구, 상계동 693-3,641.4,준주거지역,상업용,노선 상가지대,평지,10500000,127.061248,37.656136
13183,노원구, 상계동 704,470.8,일반상업지역,상업용,일반 상가지대,평지,8720000,127.057611,37.654286
13185,노원구, 상계동 707,280.2,일반상업지역,상업용,후면 상가지대,평지,7740000,127.058274,37.654688
13186,노원구, 상계동 709-1,594.9,일반상업지역,상업용,노선 상가지대,평지,10600000,127.058768,37.654188
13188,노원구, 상계동 716-3,547.6,준주거지역,상업용,노선 상가지대,평지,12200000,127.062644,37.655038
13189,노원구, 상계동 724-1,852.4,일반상업지역,상업용,노선 상가지대,평지,11600000,127.062415,37.654379
13190,노원구, 상계동 726,632,준주거지역,상업용,아파트단지주변 상가지대,평지,8340000,127.061617,37.65385
13191,노원구, 상계동 728-3,4477.1,일반상업지역,주상용,노선 상가지대,평지,7930000,127.062536,37.652866
