#,시군구명,소재지,면적,용도지역1,이용상황,주위환경,지세명,공시지가,X,Y
27552,송파구, 삼전동 16-6,358,제2종일반주거지역,상업용,후면 상가지대,평지,6880000,127.091312,37.506402
27553,송파구, 삼전동 22-5,372.8,제3종일반주거지역,상업용,노선 상가지대,평지,10500000,127.092979,37.507
27554,송파구, 삼전동 26-8,267.8,제2종일반주거지역,다세대,정비된 주택지대,평지,4740000,127.09221,37.506021
27555,송파구, 삼전동 26-18,267.7,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4970000,127.092205,37.506472
27556,송파구, 삼전동 27-5,266.5,제2종일반주거지역,다세대,정비된 주택지대,평지,5490000,127.093142,37.506596
27557,송파구, 삼전동 28-22,360.1,준주거지역,상업용,노선 상가지대,평지,12700000,127.089002,37.503807
27558,송파구, 삼전동 29-8,293.3,준주거지역,주상용,후면 상가지대,평지,8400000,127.089109,37.503393
27559,송파구, 삼전동 31-3,181.9,제2종일반주거지역,주상용,일반 주택지대,평지,5460000,127.088631,37.502732
27560,송파구, 삼전동 32-14,187.9,제2종일반주거지역,다세대,정비된 주택지대,평지,4560000,127.087922,37.502393
27561,송파구, 삼전동 33-1,418,제3종일반주거지역,상업용,미성숙 상가지대,평지,8440000,127.087069,37.502828
27562,송파구, 삼전동 36-8,281.9,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,6110000,127.088162,37.501304
27563,송파구, 삼전동 38-5,620.5,제2종일반주거지역,상업용,미성숙 상가지대,평지,5130000,127.086137,37.501334
27564,송파구, 삼전동 38-29,364.4,제2종일반주거지역,업무용,미성숙 상가지대,평지,5130000,127.086766,37.500735
27565,송파구, 삼전동 41-9,222.4,제2종일반주거지역,다세대,정비된 주택지대,평지,4370000,127.088811,37.500958
27566,송파구, 삼전동 44,259.3,제2종일반주거지역,주상용,후면 상가지대,평지,6840000,127.088908,37.502265
27567,송파구, 삼전동 46,448.6,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,7230000,127.089262,37.502953
27568,송파구, 삼전동 48-5,251.2,제3종일반주거지역,다세대,정비된 주택지대,평지,5110000,127.090184,37.50332
27569,송파구, 삼전동 49-2,272.9,제3종일반주거지역,업무용,노선 상가지대,평지,10300000,127.091476,37.503105
27570,송파구, 삼전동 50-10,241.5,제2종일반주거지역,다세대,정비된 주택지대,평지,4280000,127.090387,37.502448
27571,송파구, 삼전동 52-12,250.4,제2종일반주거지역,단독주택,정비된 주택지대,평지,4150000,127.089804,37.501083
27572,송파구, 삼전동 58-7,167.7,제2종일반주거지역,다세대,정비된 주택지대,평지,4370000,127.091066,37.501471
27573,송파구, 삼전동 61-12,307.6,제2종일반주거지역,주상용,후면 상가지대,평지,6850000,127.092094,37.502551
27575,송파구, 삼전동 65,224,제2종일반주거지역,주상용,후면 상가지대,평지,5790000,127.091539,37.500745
27576,송파구, 삼전동 65-6,198.1,제2종일반주거지역,다세대,정비된 주택지대,평지,4380000,127.092268,37.500345
27577,송파구, 삼전동 67-6,171.9,제2종일반주거지역,주상용,후면 상가지대,평지,5560000,127.091142,37.499895
27578,송파구, 삼전동 69-12,500.4,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,5020000,127.091331,37.49922
27579,송파구, 삼전동 71-11,288.4,제2종일반주거지역,다세대,공동 주택지대,평지,4320000,127.093391,37.501002
27580,송파구, 삼전동 72-12,169.1,제3종일반주거지역,단독주택,정비된 주택지대,평지,5020000,127.09453,37.502191
27581,송파구, 삼전동 91-11,258.5,제2종일반주거지역,주상용,후면 상가지대,평지,6400000,127.093712,37.506213
27582,송파구, 삼전동 96-6,206.6,제2종일반주거지역,다세대,연립 주택지대,평지,4690000,127.09156,37.504583
27583,송파구, 삼전동 99-14,264.5,제2종일반주거지역,주상용,후면 상가지대,평지,6360000,127.09272,37.504043
27584,송파구, 삼전동 101-9,252,제3종일반주거지역,상업용,노선 상가지대,평지,10700000,127.095134,37.502773
27585,송파구, 삼전동 101-23,173.1,제3종일반주거지역,다세대,정비된 주택지대,평지,5130000,127.094384,37.503037
27586,송파구, 삼전동 102-2,201.7,제2종일반주거지역,다세대,정비된 주택지대,평지,4720000,127.093359,37.503633
27587,송파구, 삼전동 107-10,330,제2종일반주거지역,주상용,후면 상가지대,평지,6320000,127.093621,37.505338
27588,송파구, 삼전동 110-11,223.9,제2종일반주거지역,다세대,정비된 주택지대,평지,4720000,127.094425,37.5062
27589,송파구, 삼전동 114-6,220.5,제2종일반주거지역,주상용,후면 상가지대,평지,6430000,127.095492,37.504947
27590,송파구, 삼전동 116-2,179.8,제2종일반주거지역,단독주택,일반 주택지대,평지,4690000,127.094831,37.504455
27591,송파구, 삼전동 121-3,307.6,제2종일반주거지역,주상용,후면 상가지대,평지,6810000,127.095533,37.503406
27592,송파구, 삼전동 124-5,264.5,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,6430000,127.0957,37.504552
27593,송파구, 삼전동 126-4,253.3,제2종일반주거지역,다세대,정비된 주택지대,평지,4780000,127.096346,37.505377
27594,송파구, 삼전동 129-7,228.9,제2종일반주거지역,주상기타,후면 상가지대,평지,6890000,127.095943,37.506023
27595,송파구, 삼전동 130-1,353.5,제3종일반주거지역,상업용,노선 상가지대,평지,10500000,127.096288,37.506494
27596,송파구, 삼전동 131-1,288,제3종일반주거지역,업무용,노선 상가지대,평지,10000000,127.096954,37.50567
27597,송파구, 삼전동 131-6,261.8,제3종일반주거지역,단독주택,정비된 주택지대,평지,4980000,127.096726,37.504866
27598,송파구, 삼전동 133-1,312.7,제3종일반주거지역,상업용,노선 상가지대,평지,10500000,127.096747,37.503073
27599,송파구, 삼전동 164-3,311.6,제2종일반주거지역,다세대,정비된 주택지대,평지,4370000,127.094304,37.501207
27600,송파구, 삼전동 165-5,286.9,제2종일반주거지역,주상용,후면 상가지대,평지,6260000,127.094775,37.500607
27601,송파구, 삼전동 168-24,190.4,제2종일반주거지역,다세대,일반 주택지대,평지,4340000,127.094039,37.499764
27602,송파구, 삼전동 170-5,231.8,제2종일반주거지역,주상용,일반 주택지대,평지,5570000,127.094516,37.498668
27603,송파구, 삼전동 171-10,198.7,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4860000,127.093592,37.4984
27604,송파구, 삼전동 173,247.9,제2종일반주거지역,주상용,후면 상가지대,평지,5820000,127.094911,37.499626
27605,송파구, 삼전동 178-13,197.6,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,5690000,127.095726,37.501453
27606,송파구, 삼전동 179-5,249.7,제2종일반주거지역,주상기타,후면 상가지대,평지,6630000,127.09526,37.501683
27607,송파구, 삼전동 180-6,598.5,제3종일반주거지역,상업용,성숙중인 상가지대,평지,11200000,127.096486,37.502197
27608,송파구, 삼전동 181-8,330.6,제3종일반주거지역,상업용,성숙중인 상가지대,평지,8000000,127.096612,37.501162
27609,송파구, 삼전동 182-14,561.2,제3종일반주거지역,상업용,노선 상가지대,평지,7380000,127.09649,37.500053
27610,송파구, 가락동 1-1,338.4,제3종일반주거지역,연립주택,정비된 주택지대,평지,4650000,127.123144,37.503164
27611,송파구, 가락동 2-5,338.7,제3종일반주거지역,상업용,노선 상가지대,평지,8500000,127.125243,37.503567
27612,송파구, 가락동 3,229,제2종일반주거지역,주상기타,주택 및 상가혼용지대,평지,5100000,127.125167,37.503269
27613,송파구, 가락동 4-11,233.6,제2종일반주거지역,다세대,정비된 주택지대,평지,4200000,127.124058,37.503351
27614,송파구, 가락동 5-13,223.1,제2종일반주거지역,단독주택,일반 주택지대,평지,4300000,127.123915,37.503008
27615,송파구, 가락동 7-11,257.8,제2종일반주거지역,상업기타,노선 상가지대,평지,7900000,127.125129,37.502647
27616,송파구, 가락동 10-4,333.5,제3종일반주거지역,상업용,노선 상가지대,평지,9600000,127.126654,37.500856
27617,송파구, 가락동 11-8,257.4,제3종일반주거지역,상업용,상가 및 업무지대,평지,6600000,127.1266,37.501595
27618,송파구, 가락동 12-9,344.6,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4900000,127.12656,37.501171
27619,송파구, 가락동 13-13,297.7,제2종일반주거지역,단독주택,정비된 주택지대,평지,4200000,127.125793,37.500976
27620,송파구, 가락동 17-1,230.3,제3종일반주거지역,상업기타,노선 상가지대,평지,7900000,127.124476,37.501471
27621,송파구, 가락동 17-9,240.6,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,5150000,127.124579,37.501319
27622,송파구, 가락동 27,200.9,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4450000,127.123187,37.501434
27623,송파구, 가락동 29-12,264.7,제2종일반주거지역,상업기타,노선 상가지대,평지,7500000,127.123521,37.50086
27624,송파구, 가락동 34-4,268.4,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4150000,127.12489,37.498942
27625,송파구, 가락동 34-31,116.5,제2종일반주거지역,단독주택,정비된 주택지대,평지,3950000,127.1251,37.499358
27626,송파구, 가락동 35-8,295.3,제2종일반주거지역,상업기타,일반 상가지대,평지,5750000,127.125173,37.499845
27627,송파구, 가락동 38-6,193.5,제2종일반주거지역,단독주택,미성숙 주택지대,평지,4150000,127.123927,37.499052
27628,송파구, 가락동 40-7,169.7,제2종일반주거지역,주상기타,주택 및 상가혼용지대,평지,4350000,127.122808,37.498972
27629,송파구, 가락동 41-11,168,제2종일반주거지역,단독주택,정비된 주택지대,평지,4250000,127.122672,37.499971
27630,송파구, 가락동 44-5,241,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4600000,127.120834,37.499525
27631,송파구, 가락동 44-9,188.7,제2종일반주거지역,다세대,정비된 주택지대,평지,4250000,127.121286,37.499528
27632,송파구, 가락동 46-14,398.1,제2종일반주거지역,상업용,노선 상가지대,평지,8000000,127.122061,37.499038
27633,송파구, 가락동 47-3,355.4,제2종일반주거지역,연립주택,정비된 주택지대,평지,4400000,127.120556,37.499099
27634,송파구, 가락동 49,271.7,제3종일반주거지역,상업용,번화한 상가지대,평지,12000000,127.120964,37.498075
27635,송파구, 가락동 49-8,176.1,제3종일반주거지역,주상용,후면 상가지대,평지,5350000,127.121615,37.497575
27636,송파구, 가락동 52-3,199.3,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4150000,127.122154,37.497904
27637,송파구, 가락동 57-7,339.2,제3종일반주거지역,상업용,일반 상가지대,평지,11400000,127.121801,37.497072
27638,송파구, 가락동 70-3,212.5,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4850000,127.119223,37.498044
27639,송파구, 가락동 70-14,340.5,제2종일반주거지역,상업기타,아파트단지주변 상가지대,평지,6150000,127.118824,37.498293
27640,송파구, 가락동 74-2,220.3,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,5350000,127.120969,37.496705
27641,송파구, 가락동 75-5,209.8,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4450000,127.1203,37.496854
27642,송파구, 가락동 77-4,1444.7,일반상업지역,업무용,일반 상가지대,평지,15300000,127.1221,37.495741
27643,송파구, 가락동 79-3,1316.9,일반상업지역,업무용,일반 상가지대,평지,17000000,127.120482,37.493836
27644,송파구, 가락동 81-3,226.2,제2종일반주거지역,상업용,노선 상가지대,평지,10250000,127.120021,37.495536
27645,송파구, 가락동 83-15,235.6,제2종일반주거지역,주상용,노선 상가지대,평지,5150000,127.119177,37.496151
27646,송파구, 가락동 84-5,221.2,제2종일반주거지역,주상용,노선 상가지대,평지,6150000,127.119781,37.495795
27647,송파구, 가락동 86-12,241.5,제2종일반주거지역,주상용,노선 상가지대,평지,7100000,127.12016,37.496267
27648,송파구, 가락동 87,644.2,제2종일반주거지역,상업용,노선 상가지대,평지,9400000,127.119358,37.497153
27649,송파구, 가락동 88-2,436,제2종일반주거지역,상업용,아파트단지주변 상가지대,평지,8360000,127.118282,37.496316
27650,송파구, 가락동 90-1,197.2,제2종일반주거지역,다세대,정비된 주택지대,평지,4250000,127.118439,37.497353
27651,송파구, 가락동 93-3,342.6,제2종일반주거지역,업무용,아파트단지주변 상가지대,평지,5900000,127.117373,37.498616
27652,송파구, 가락동 94-2,331.9,제3종일반주거지역,업무용,후면 상가지대,평지,5550000,127.117334,37.499039
27653,송파구, 가락동 96-4,190.4,제3종일반주거지역,상업기타,아파트단지주변 상가지대,평지,11000000,127.117255,37.495155
27654,송파구, 가락동 96-14,200,제3종일반주거지역,주상용,후면 상가지대,평지,5400000,127.1177,37.49487
27655,송파구, 가락동 96-18,220.9,제3종일반주거지역,상업용,노선 상가지대,평지,12000000,127.117898,37.494367
27656,송파구, 가락동 98-4,1756.7,일반상업지역,업무용,성숙중인 상가지대,평지,22500000,127.118358,37.49373
27657,송파구, 가락동 99-1,1223.9,일반상업지역,업무용,성숙중인 상가지대,평지,15000000,127.119454,37.493739
27658,송파구, 가락동 101-7,404,제2종일반주거지역,상업용,성숙중인 상가지대,평지,8100000,127.121003,37.489903
27659,송파구, 가락동 104-8,229,제2종일반주거지역,다세대,정비된 주택지대,평지,4200000,127.121153,37.490634
27660,송파구, 가락동 104-12,231.3,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,5050000,127.121625,37.490898
27661,송파구, 가락동 108-2,331.7,제3종일반주거지역,상업용,일반 상가지대,평지,11200000,127.124464,37.490838
27662,송파구, 가락동 111-2,179.3,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4450000,127.122185,37.493317
27663,송파구, 가락동 111-19,210.2,제2종일반주거지역,주상기타,주택 및 상가혼용지대,평지,4650000,127.122692,37.492447
27664,송파구, 가락동 112-6,331.9,제3종일반주거지역,상업용,노선 상가지대,평지,12100000,127.12203,37.493947
27665,송파구, 가락동 115-11,192,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4200000,127.12299,37.493098
27666,송파구, 가락동 117-4,116.2,제2종일반주거지역,다세대,정비된 주택지대,평지,4150000,127.123638,37.492824
27667,송파구, 가락동 119-5,190.4,제2종일반주거지역,단독주택,정비된 주택지대,평지,4350000,127.12479,37.491994
27668,송파구, 가락동 121,384.1,제3종일반주거지역,업무용,일반 상가지대,평지,9150000,127.124207,37.493504
27669,송파구, 가락동 123-14,664.2,제3종일반주거지역,업무용,일반 상가지대,평지,8925000,127.124404,37.494037
27670,송파구, 가락동 123-23,239.1,제3종일반주거지역,다세대,주택 및 상가혼용지대,평지,4900000,127.124228,37.494621
27671,송파구, 가락동 124-7,392.7,제3종일반주거지역,상업용,일반 상가지대,평지,8900000,127.125333,37.492962
27672,송파구, 가락동 125-3,345.8,제3종일반주거지역,상업용,미성숙 상가지대,평지,8900000,127.126745,37.492072
27673,송파구, 가락동 127-24,203.1,제2종일반주거지역,다세대,정비된 주택지대,평지,4350000,127.12545,37.493594
27674,송파구, 가락동 128,285.6,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4750000,127.124968,37.494149
27675,송파구, 가락동 129-12,213.1,제2종일반주거지역,단독주택,정비된 주택지대,평지,4350000,127.124855,37.495148
27676,송파구, 가락동 131-13,197,제2종일반주거지역,다세대,정비된 주택지대,평지,4200000,127.12642,37.493781
27677,송파구, 가락동 135-5,166.6,제2종일반주거지역,다세대,정비된 주택지대,평지,4100000,127.127361,37.493572
27678,송파구, 가락동 136-13,239.5,제3종일반주거지역,단독주택,정비된 주택지대,평지,4650000,127.127809,37.492963
27679,송파구, 가락동 141-4,188.5,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4100000,127.126691,37.494747
27680,송파구, 가락동 144-20,257.9,제2종일반주거지역,주상용,성숙중인 상가지대,평지,4600000,127.125107,37.495844
27681,송파구, 가락동 146,354.6,제3종일반주거지역,상업나지,성숙중인 상가지대,평지,9600000,127.125155,37.496511
27682,송파구, 가락동 147-1,349.7,제3종일반주거지역,상업기타,미성숙 상가지대,평지,8950000,127.125774,37.497786
27683,송파구, 가락동 148-6,207.9,제2종일반주거지역,다세대,정비된 주택지대,평지,4200000,127.126142,37.496266
27684,송파구, 가락동 150-5,202.3,제2종일반주거지역,다세대,일반 주택지대,평지,4250000,127.126431,37.496728
27685,송파구, 가락동 152-15,226,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4400000,127.127101,37.497481
27686,송파구, 가락동 154-6,233.9,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,5450000,127.127306,37.498266
27687,송파구, 가락동 154-24,183.1,제2종일반주거지역,다세대,정비된 주택지대,평지,4350000,127.127868,37.497585
27688,송파구, 가락동 156-5,350.4,제3종일반주거지역,상업기타,성숙중인 상가지대,평지,9000000,127.126868,37.499984
27689,송파구, 가락동 157-13,197.3,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4350000,127.1273,37.499762
27690,송파구, 가락동 158-18,116.7,제2종일반주거지역,단독주택,일반 주택지대,평지,4400000,127.127775,37.500757
27691,송파구, 가락동 158-21,116.5,제2종일반주거지역,단독주택,정비된 주택지대,평지,4050000,127.12807,37.500714
27692,송파구, 가락동 159-22,293.9,제3종일반주거지역,상업용,아파트단지주변 상가지대,평지,9750000,127.119953,37.498509
27693,송파구, 가락동 160-4,431.6,제3종일반주거지역,상업용,성숙중인 상가지대,평지,10100000,127.12832,37.501508
27694,송파구, 가락동 164-5,166.4,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,4950000,127.131192,37.496763
27695,송파구, 가락동 164-20,571.5,제3종일반주거지역,상업용,아파트단지주변 상가지대,평지,10000000,127.131219,37.496358
27696,송파구, 가락동 166-9,636.1,준주거지역,업무용,성숙중인 상가지대,평지,9800000,127.133524,37.497519
27697,송파구, 가락동 167-4,364.5,준주거지역,상업용,성숙중인 상가지대,평지,10800000,127.135652,37.497336
27698,송파구, 가락동 167-12,167.4,준주거지역,주상기타,후면 상가지대,평지,5550000,127.134869,37.497592
27699,송파구, 가락동 169-11,193.4,제2종일반주거지역,다세대,정비된 주택지대,평지,4500000,127.134785,37.496979
27700,송파구, 가락동 171-2,212.6,준주거지역,다세대,정비된 주택지대,평지,4950000,127.13426,37.497398
27701,송파구, 가락동 174-11,238.4,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,5050000,127.135762,37.49667
27702,송파구, 가락동 174-19,294.4,제3종일반주거지역,상업기타,정비된 상가지대,평지,7100000,127.135809,37.496463
27703,송파구, 가락동 180-1,271.8,제2종일반주거지역,상업용,미성숙 상가지대,평지,5450000,127.136714,37.493515
27704,송파구, 가락동 181-2,228.2,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4650000,127.13629,37.494034
27705,송파구, 가락동 181-10,261.1,제2종일반주거지역,상업용,주택 및 상가혼용지대,평지,5100000,127.135274,37.494802
27706,송파구, 가락동 181-17,223.6,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4350000,127.134957,37.494844
27707,송파구, 가락동 182-3,208.1,제2종일반주거지역,다세대,정비된 주택지대,평지,4250000,127.135823,37.493301
27708,송파구, 가락동 183-8,289.5,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4450000,127.134885,37.493276
27709,송파구, 가락동 186-12,180.3,제2종일반주거지역,다세대,정비된 주택지대,평지,4050000,127.134761,37.494185
27710,송파구, 가락동 188-11,273.1,제2종일반주거지역,상업기타,아파트단지주변 상가지대,평지,6350000,127.134022,37.494576
27711,송파구, 가락동 189-26,265.5,제2종일반주거지역,상업용,아파트단지주변 상가지대,평지,7000000,127.134069,37.493405
27712,송파구, 가락동 192,40111.5,제3종일반주거지역,아파트,아파트지대,평지,7200000,127.13264,37.495719
27713,송파구, 가락동 193-5,337.5,제3종일반주거지역,상업용,아파트단지주변 상가지대,평지,9900000,127.130894,37.49513
27714,송파구, 가락동 194-3,284.9,제2종일반주거지역,상업기타,주택 및 상가혼용지대,평지,6850000,127.132042,37.494652
27715,송파구, 가락동 194-22,248.2,제2종일반주거지역,다세대,정비된 주택지대,평지,4200000,127.131899,37.494263
27716,송파구, 가락동 197-3,286.9,제2종일반주거지역,상업기타,아파트단지주변 상가지대,평지,5350000,127.131602,37.492576
27718,송파구, 문정동 4-11,407.9,제3종일반주거지역,상업용,성숙중인 상가지대,평지,12300000,127.125314,37.490719
27719,송파구, 문정동 4-22,234.3,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,5100000,127.12691,37.490577
27720,송파구, 문정동 5-10,201.8,제2종일반주거지역,단독주택,정비된 주택지대,평지,4250000,127.126017,37.49048
27721,송파구, 문정동 8-11,243.5,제2종일반주거지역,다세대,정비된 주택지대,평지,4100000,127.12689,37.48937
27722,송파구, 문정동 9-11,338.9,제3종일반주거지역,상업용,미성숙 상가지대,평지,7400000,127.127546,37.490321
27723,송파구, 문정동 10-9,216.2,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4450000,127.12703,37.488992
27724,송파구, 문정동 11-2,171.5,제2종일반주거지역,단독주택,기존 주택지대,평지,4250000,127.127759,37.489466
27725,송파구, 문정동 11-12,261.4,제2종일반주거지역,상업기타,성숙중인 상가지대,평지,6150000,127.12784,37.489314
27726,송파구, 문정동 13-1,292,제2종일반주거지역,상업기타,성숙중인 상가지대,평지,6250000,127.12774,37.488232
27727,송파구, 문정동 14-8,179.6,제2종일반주거지역,단독주택,성숙중인 주택지대,평지,4250000,127.128042,37.48754
27728,송파구, 문정동 17-3,235,제3종일반주거지역,다세대,성숙중인 주택지대,평지,4300000,127.129208,37.487377
27729,송파구, 문정동 20-2,268.7,제2종일반주거지역,상업기타,미성숙 상가지대,평지,6200000,127.126936,37.487325
27730,송파구, 문정동 21-12,247.1,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4250000,127.12703,37.488019
27731,송파구, 문정동 26-5,215.6,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4350000,127.126053,37.489408
27732,송파구, 문정동 27-2,169.8,제2종일반주거지역,주상용,기존 주택지대,평지,4150000,127.125059,37.489302
27733,송파구, 문정동 28-6,386.8,제2종일반주거지역,다세대,정비된 주택지대,평지,4550000,127.124903,37.490022
27734,송파구, 문정동 29-11,179.7,제3종일반주거지역,주상용,후면 상가지대,평지,4650000,127.124855,37.490256
27735,송파구, 문정동 30-9,167.6,제2종일반주거지역,상업용,노선 상가지대,평지,8350000,127.124925,37.48813
27736,송파구, 문정동 30-16,277.7,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4350000,127.124781,37.488885
27737,송파구, 문정동 32-1,186.4,제2종일반주거지역,다세대,정비된 주택지대,평지,4150000,127.125478,37.488278
27738,송파구, 문정동 33-6,196.7,제2종일반주거지역,다세대,정비된 주택지대,평지,4150000,127.126216,37.487995
27739,송파구, 문정동 33-19,228.6,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4550000,127.125393,37.487818
27740,송파구, 문정동 34-15,168.3,제2종일반주거지역,다세대,성숙중인 주택지대,평지,4150000,127.125736,37.487469
27741,송파구, 문정동 35-9,293.9,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4350000,127.126384,37.487167
27742,송파구, 문정동 37-12,289.3,제3종일반주거지역,상업기타,성숙중인 상가지대,평지,8600000,127.125692,37.486414
27743,송파구, 문정동 41-4,337.3,제2종일반주거지역,상업기타,노선 상가지대,평지,8400000,127.124101,37.488962
27744,송파구, 문정동 42-4,360.1,제3종일반주거지역,상업용,성숙중인 상가지대,평지,12300000,127.123111,37.489549
27745,송파구, 문정동 46-4,192.9,제2종일반주거지역,다세대,정비된 주택지대,평지,4350000,127.123398,37.488226
27746,송파구, 문정동 46-18,264.8,제2종일반주거지역,주상용,후면 상가지대,평지,4750000,127.123995,37.488384
27747,송파구, 문정동 48-11,229.1,제2종일반주거지역,다세대,정비된 주택지대,평지,4450000,127.123702,37.487382
27748,송파구, 문정동 50-3,206.4,제2종일반주거지역,다세대,성숙중인 주택지대,평지,4450000,127.1239,37.486843
27749,송파구, 문정동 51-7,260.8,제3종일반주거지역,상업용,성숙중인 상가지대,평지,9500000,127.123962,37.486347
27750,송파구, 문정동 53-7,231.1,제2종일반주거지역,주상용,성숙중인 주택지대,평지,5100000,127.122309,37.488462
27751,송파구, 문정동 53-15,215.1,제2종일반주거지역,다세대,주택 및 상가혼용지대,평지,4750000,127.122291,37.488056
27752,송파구, 문정동 54-8,361.5,제3종일반주거지역,업무용,미성숙 상가지대,평지,8300000,127.121929,37.488098
27753,송파구, 문정동 56-1,340.1,제3종일반주거지역,상업용,미성숙 상가지대,평지,8200000,127.12326,37.485504
27754,송파구, 문정동 57-7,333.2,제3종일반주거지역,상업용,성숙중인 상가지대,평지,7500000,127.124185,37.4837
27755,송파구, 문정동 59-1,197.4,제2종일반주거지역,단독주택,성숙중인 주택지대,평지,4300000,127.124116,37.484781
27756,송파구, 문정동 59-6,217.3,제2종일반주거지역,주상용,후면 상가지대,평지,4500000,127.124657,37.484956
27757,송파구, 문정동 60-8,189.8,제2종일반주거지역,다세대,성숙중인 주택지대,평지,4200000,127.124438,37.485306
27758,송파구, 문정동 61-14,223.6,제3종일반주거지역,상업용,미성숙 상가지대,평지,7800000,127.123699,37.485643
27759,송파구, 문정동 64-2,329.4,제2종일반주거지역,상업기타,성숙중인 상가지대,평지,6700000,127.125971,37.48474
27760,송파구, 문정동 65-11,197.3,제2종일반주거지역,단독주택,정비된 주택지대,평지,4100000,127.125399,37.48434
27761,송파구, 문정동 67-2,189.7,제2종일반주거지역,다세대,성숙중인 주택지대,평지,4250000,127.125269,37.483879
27762,송파구, 문정동 70-5,342,제2종일반주거지역,다세대,기존 주택지대,평지,4350000,127.125572,37.483098
27763,송파구, 문정동 70-15,334.7,제2종일반주거지역,상업용,미성숙 상가지대,평지,7150000,127.125269,37.482906
27764,송파구, 문정동 73-8,262.4,제2종일반주거지역,주상나지,주택 및 상가혼용지대,평지,4550000,127.126132,37.480624
27765,송파구, 문정동 75-9,134.6,제2종일반주거지역,상업기타,주택 및 상가혼용지대,평지,7200000,127.126647,37.48015
27766,송파구, 문정동 77-5,289.6,제2종일반주거지역,상업기타,아파트단지주변 상가지대,평지,6850000,127.126777,37.481539
27767,송파구, 문정동 78-8,159.3,제2종일반주거지역,단독주택,성숙중인 주택지대,평지,4050000,127.127157,37.481929
27768,송파구, 문정동 79-2,181.9,제2종일반주거지역,다세대,정비된 주택지대,평지,4250000,127.127659,37.481599
27769,송파구, 문정동 80-10,174.6,제2종일반주거지역,다세대,정비된 주택지대,평지,3800000,127.128649,37.482021
27770,송파구, 문정동 80-17,235.3,제2종일반주거지역,다세대,성숙중인 주택지대,평지,4250000,127.12895,37.482393
27771,송파구, 문정동 81-5,172.9,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4450000,127.127549,37.482247
27772,송파구, 문정동 82-10,276.1,제2종일반주거지역,상업기타,성숙중인 상가지대,평지,7200000,127.127928,37.482764
27773,송파구, 문정동 83-17,96.5,제2종일반주거지역,단독주택,성숙중인 주택지대,평지,3700000,127.126846,37.482404
27774,송파구, 문정동 85-13,239.2,제2종일반주거지역,주상용,후면 상가지대,평지,4850000,127.127514,37.48331
27775,송파구, 문정동 86-22,118.1,제2종일반주거지역,다세대,정비된 주택지대,평지,3900000,127.127858,37.483934
27776,송파구, 문정동 87-19,188.7,제2종일반주거지역,주상용,후면 상가지대,평지,4050000,127.127377,37.484435
27777,송파구, 문정동 89-11,333.8,제2종일반주거지역,상업용,미성숙 상가지대,평지,6700000,127.126491,37.483816
27778,송파구, 문정동 91-16,163.8,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,5800000,127.128489,37.486048
27779,송파구, 문정동 93-23,202.5,제2종일반주거지역,다세대,정비된 주택지대,평지,4000000,127.128859,37.484365
27780,송파구, 문정동 95-5,184.6,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4500000,127.128596,37.483624
27781,송파구, 문정동 96-10,200.8,제2종일반주거지역,상업기타,미성숙 상가지대,평지,6600000,127.129565,37.483965
